IMG_ID	Domain	Genome_Status	Sequencing_Center	Phylum	Class	Order	Family	Genus	Species	Gram_Staining	Isolation_Country	Oxygen_Requirement	Genome_Size	Gene_Count	GC_Count	GC_%	CDS_Count	CDS_%	RNA_%	16S_rRNA_Count 	Horizontally_Transferred_Count	Horizontally_Transferred_%
2524614632	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	suncheonense	Gram-	South Korea	Aerobe	2880663	2821	1165575	0.41	2739	97.09	2.91	1	122	4.32
2551306407	Bacteria	Draft	Seoul National University	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	salmonicida achromogenes	Gram-	South Korea	-1	4958383	5254	2892135	0.58	5086	96.8	3.2	7	99	1.88
643348578	Bacteria	Finished	Sanger Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uberis	Gram+	-1	Facultative	1852352	1843	678550	0.37	1760	95.5	4.5	5	29	1.57
637000255	Bacteria	Finished	Washington University in St. Louis	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4951371	4781	2586532	0.52	4565	95.48	4.52	7	30	0.63
2534682122	Bacteria	Draft	Institute for Genome Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	USA	Facultative	2128292	2347	848908	0.4	2260	96.29	3.71	7	1	0.04
2534681903	Bacteria	Draft	Centre Bioengineering RAS	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	sp.	Gram-	Russia	-1	4870514	4685	3213544	0.66	4635	98.93	1.07	-1	444	9.48
641228492	Bacteria	Finished	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	sp.	Gram+	USA	Aerobe	8982042	7250	6391046	0.71	7191	99.19	0.81	3	262	3.61
2527291724	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	limosa	Gram-	South Korea	Aerobe	7555966	6298	3334191	0.44	6252	99.27	0.73	2	432	6.86
2508501062	Bacteria	Draft	University of North Carolina at Chapel Hill	unclassified	unclassified	unclassified	unclassified	Pseudomonas	syringae	Gram-	-1	Aerobe	6145144	5414	3454308	0.59	5358	98.97	1.03	1	4	0.07
646564584	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	sp.	Gram-	Russia	Aerobe	2985056	2942	1956383	0.66	2888	98.16	1.84	1	481	16.35
643348582	Bacteria	Finished	J. Craig Venter Institute	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	roseum	Gram-	USA	Aerobe	2920744	2901	1877592	0.64	2854	98.38	1.62	1	877	30.23
640427145	Bacteria	Finished	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	USA	Facultative	2937129	2872	966759	0.33	2753	95.86	4.14	6	-1	-1
2521172658	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	sp.	Gram-	-1	-1	3024612	2955	2014437	0.67	2893	97.9	2.1	1	40	1.35
2529293014	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii	Gram-	-1	-1	3899398	3862	1528504	0.39	3782	97.93	2.07	4	26	0.67
651053053	Bacteria	Finished	Institute for Genome Sciences	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	New Zealand	Aerobe	2248966	2085	1154482	0.51	2014	96.59	3.41	4	1	0.05
2519899799	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	santarosai	Gram-	-1	-1	4170210	4328	1737158	0.42	4287	99.05	0.95	1	165	3.81
2534681610	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2819236	2743	923592	0.33	2679	97.67	2.33	1	3	0.11
651324013	Bacteria	Draft	Broad Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	Gram-	-1	Anaerobe	6441725	5376	2721174	0.42	5299	98.57	1.43	1	23	0.43
2529292908	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Guatemala	Facultative	5117675	5504	2590953	0.51	5374	97.64	2.36	9	5	0.09
2541047748	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5262779	5147	2664420	0.51	5058	98.27	1.73	6	4	0.08
2551306225	Bacteria	Draft	"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention (China CDC)"	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis	Gram+	-1	-1	2478160	2530	1017551	0.41	2466	97.47	2.53	1	19	0.75
2548876787	Bacteria	Draft	University of North Carolina at Chapel Hill	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	-1	Aerobe	5870279	6040	3401868	0.58	5948	98.48	1.52	3	34	0.56
641736113	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	bartlettii	Gram+	-1	Anaerobe	2971856	2875	856965	0.29	2787	96.94	3.06	7	273	9.5
2537561778	Bacteria	Draft	University of Melbourne	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Brazil	-1	5084721	4977	2565419	0.5	4908	98.61	1.39	2	5	0.1
2545555827	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	mojavensis	Gram+	USA	-1	3957021	4214	1730089	0.44	4079	96.8	3.2	9	5	0.12
640963015	Bacteria	Draft	Washington University in St. Louis	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	adolescentis	Gram+	-1	Anaerobe	2385710	2508	1415542	0.59	2428	96.81	3.19	6	215	8.57
2541047925	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5186999	4928	2621271	0.51	4845	98.32	1.68	2	-1	-1
2537562225	Bacteria	Draft	Academic Medical Center	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	Netherlands	Facultative	1981057	2104	786108	0.4	2053	97.58	2.42	1	-1	-1
642555148	Bacteria	Finished	Univ of Tokyo	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	gingivalis	Gram-	-1	Anaerobe	2354886	2155	1138806	0.48	2090	96.98	3.02	4	32	1.48
2513020033	Bacteria	Draft	Iowa State Univ	unclassified	unclassified	unclassified	unclassified	Bacteroides	xylanisolvens	Gram-	USA	Anaerobe	6125472	4883	2545348	0.42	4798	98.26	1.74	4	-1	-1
2529292912	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	Facultative	5240824	5415	2647229	0.51	5288	97.65	2.35	8	2	0.04
638341139	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	batsensis	Gram-	-1	Aerobe	4437668	4261	2933210	0.66	4212	98.85	1.15	1	555	13.03
2548876807	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	kirschneri	Gram-	-1	-1	4247341	3707	1522913	0.36	3663	98.81	1.19	1	-1	-1
2529293111	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	Gram-	-1	-1	3290548	3198	1882405	0.57	3133	97.97	2.03	2	-1	-1
2519899835	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5389145	5243	2727350	0.51	5141	98.05	1.95	5	1	0.02
648276713	Bacteria	Draft	J. Craig Venter Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	amnii	Gram-	-1	Anaerobe	2415558	2083	880896	0.36	2023	97.12	2.64	2	38	1.82
643692001	Bacteria	Finished	"Los Alamos National Lab, J. Craig Venter Institute"	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	capsulatum	Gram-	Japan	Aerobe	4127356	3425	2496927	0.6	3377	98.6	1.4	1	815	23.8
2537561955	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	USA	Aerobe	1677607	1679	656274	0.39	1634	97.32	2.68	1	-1	-1
2524023166	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	neuii	Gram+	Switzerland	Facultative	2270293	2068	1275410	0.56	2006	97	3	4	17	0.82
2507262022	Bacteria	Draft	Univ of Toronto CAGEF	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa	-1	Italy	-1	6871540	6995	4541738	0.66	6927	99.03	0.97	1	232	3.32
2523533626	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pyogenes	Gram+	-1	Aerobe	1858737	1912	712528	0.38	1857	97.12	2.88	4	1	0.05
2519899831	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	licerasiae	Gram-	-1	-1	4201335	3997	1728180	0.41	3954	98.92	1.08	1	845	21.14
2541047300	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4015408	3713	1145769	0.29	3681	99.14	0.86	-1	3	0.08
2537561644	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	borgpetersenii	Gram-	Mayotte	-1	4267627	5156	1717735	0.4	5111	99.13	0.87	2	3	0.06
2529293092	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	Sweden	Facultative	2193974	2224	775214	0.35	2181	98.07	1.93	1	-1	-1
2534681663	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	5305549	5544	2681374	0.51	5448	98.27	1.73	-1	19	0.34
2529292951	Bacteria	Draft	UNAM	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	leguminosarum	Gram-	Mexico	Aerobe	6916614	6642	4206415	0.61	6595	99.29	0.71	1	80	1.2
2503754004	Bacteria	Draft	Virginia Tech	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unclassified	-1	-1	-1	3433565	3338	1351440	0.39	3241	97.09	2.91	6	1	0.03
2548876578	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans	Gram+	Brazil	Facultative	1804833	1812	667679	0.37	1758	97.02	2.98	-1	-1	-1
2522572190	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	Simiduia	agarivorans	Gram-	Taiwan	Facultative	4274427	3856	2388148	0.56	3805	98.68	1.32	1	5	0.13
650716045	Bacteria	Finished	Korea University	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus	Gram+	Korea	Facultative	2097766	2134	799843	0.38	2059	96.49	3.51	4	20	0.94
2524614861	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	coagulans	Gram+	-1	-1	2947823	3086	1394711	0.47	2985	96.73	3.27	7	29	0.94
2534682024	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	junii	Gram-	-1	-1	3306847	3187	1273647	0.39	3093	97.05	2.95	7	46	1.44
2515154030	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	cohaerens	Gram-	France	Aerobe	7298817	5641	3283445	0.45	5590	99.1	0.9	2	1685	29.87
2512564029	Bacteria	Finished	Los Alamos National Lab	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	massiliae	Gram-	-1	-1	1278719	1243	416858	0.33	1207	97.1	2.9	1	-1	-1
2506783055	Bacteria	Draft	Univ of Toronto CAGEF	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	-1	Aerobe	6309350	5688	3732205	0.59	5617	98.75	1.25	1	5	0.09
2519899845	Bacteria	Draft	Univ of Wisconsin-Madison	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	casei	Gram+	USA	-1	3152126	3126	1458550	0.46	3054	97.7	2.3	5	7	0.22
2534681867	Bacteria	Draft	Life Technologies Corporation	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4679586	5568	2442254	0.52	5517	99.08	0.92	2	2	0.04
648231712	Bacteria	Finished	Complutense Univ of Madrid	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	salivarius	Gram+	-1	Microaerophilic	2136138	1672	704625	0.33	1552	92.82	7.18	7	2	0.12
645058856	Bacteria	Draft	Broad Institute	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	lividans	Gram+	-1	Aerobe	8190887	7636	5911807	0.72	7547	98.83	1.17	10	57	0.75
2537561539	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	-1	Facultative	2044720	2187	716207	0.35	2165	98.99	1.01	2	7	0.32
648276675	Bacteria	Draft	Baylor College of Medicine	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	magna	Gram-	-1	Anaerobe	1908011	1893	615609	0.32	1838	97.09	2.91	1	48	2.54
2541047174	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5314964	5488	2668281	0.5	5396	98.32	1.68	2	4	0.07
2518645549	Bacteria	Finished	EEZ-CSIC	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	putida	Gram-	-1	-1	6260702	5802	3845949	0.61	5721	98.6	1.4	-1	122	2.1
648276609	Bacteria	Draft	Chinese National Human Genome Center at Shanghai	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	pleuropneumoniae	Gram-	-1	Facultative	2250258	2195	927313	0.41	2143	97.63	2.37	1	-1	-1
2534681617	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4648994	4445	2425653	0.52	4370	98.31	1.69	1	-1	-1
2507262058	Bacteria	Draft	Genome Quebec	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	termitidis	Gram+	Congo	Anaerobe	6495580	5512	2674698	0.41	5436	98.62	1.38	2	880	15.97
2523533607	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	gelidilacus	Gram-	Antarctica	Aerobe	3441043	3223	1032958	0.3	3135	97.27	2.73	1	93	2.89
2534682203	Bacteria	Draft	Broad Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	goldsteinii	Gram-	-1	-1	6690360	5499	2910119	0.43	5406	98.31	1.69	6	106	1.93
2522572170	Bacteria	Finished	RIPCM	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	-1	-1	1667892	1636	648359	0.39	1594	97.43	2.57	2	1	0.06
641736108	Bacteria	Draft	J. Craig Venter Institute	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	parvum	Gram-	-1	Facultative	753674	609	191378	0.25	573	94.09	5.91	2	4	0.66
2524614805	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Serinicoccus	marinus	Gram+	South Korea	Aerobe	3396505	3295	2452777	0.72	3236	98.21	1.79	2	72	2.19
651053044	Bacteria	Finished	Beijing Genomics Institute	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	tuberculosis	Gram+	China	Aerobe	4405981	3639	2890025	0.66	3591	98.68	1.32	1	2	0.05
2517572164	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Salinispora	tropica	Gram+	-1	-1	5180643	4862	3601048	0.7	4782	98.35	1.65	5	2	0.04
640069321	Bacteria	Finished	J. Craig Venter Institute	Cyanobacteria	unclassified	Prochlorales	Prochlorococcaceae	Prochlorococcus	marinus	Gram-	-1	-1	1669886	1988	523034	0.31	1939	97.54	2.46	1	48	2.41
2547132334	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	Brazil	Aerobe	4552789	3695	1591806	0.35	3651	98.81	1.19	1	-1	-1
2529293028	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	Colombia	Aerobe	1655890	1704	644790	0.39	1663	97.59	2.41	2	-1	-1
2513237087	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	doebereinerae	Gram-	Brazil	Aerobe	5817514	5415	4007888	0.69	5347	98.74	1.26	2	-1	-1
2501915963	Bacteria	Draft	DOE Joint Genome Institute	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfonispora	thiosulfatigenes	Gram+	Germany	Anaerobe	2412168	2489	770004	0.32	2413	96.95	3.05	2	425	17.08
2537562101	Bacteria	Draft	Los Alamos National Laboratory	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	Argentina	-1	6015282	5894	3403290	0.57	5810	98.57	1.43	1	18	0.31
645058757	Bacteria	Draft	COE SUNY-Buffalo	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baumannii	Gram-	USA	Aerobe	3910877	3783	1522187	0.39	3724	98.44	1.56	1	177	4.68
2531839266	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	santarosai	Gram-	Colombia	-1	4128169	4183	1718891	0.42	4138	98.92	1.08	2	21	0.5
2531839205	Bacteria	Draft	Norwegian University of Life Sciences	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera	sp.	Gram-	USA	-1	4319739	3949	2845893	0.66	3889	98.48	1.52	2	190	4.81
647533139	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	Gram+	-1	Facultative	3085251	3001	1142263	0.38	2949	98.27	1.73	1	7	0.23
2529292736	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	Facultative	4979690	5050	2521366	0.51	4928	97.58	2.42	9	4	0.08
643886161	Bacteria	Draft	Naval Medical Research Center (NMRC)	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	Gram+	United Kingdom	Aerobe	5561255	5714	1952134	0.35	5625	98.44	1.56	1	31	0.54
648028050	Bacteria	Finished	J. Craig Venter Institute	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	bermudensis	Gram-	-1	Aerobe	2902643	2733	1760630	0.61	2687	98.32	1.68	1	369	13.5
2551306673	Bacteria	Draft	University of Exeter	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	toletana	Gram-	Italy	-1	5199194	4916	2788963	0.54	4801	97.66	2.34	1	190	3.86
2537561918	Bacteria	Draft	Institute for Genome Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	USA	Facultative	2155390	2387	856698	0.4	2304	96.52	3.48	7	-1	-1
2528768097	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified	-1	-1	-1	1039912	1102	615762	0.59	1090	98.91	1.09	1	76	6.9
2545555867	Bacteria	Permanent Draft	DOE Joint Genome Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	licerasiae	Gram-	-1	-1	4209996	3914	1731701	0.41	3865	98.75	1.25	3	3	0.08
2531839078	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	Gram-	-1	-1	3300444	3311	1886956	0.57	3232	97.61	2.39	6	-1	-1
637000001	Bacteria	Finished	DOE Joint Genome Institute	Acidobacteria	unclassified	unclassified	unclassified	Candidatus Koribacter	versatilis	Gram-	Australia	Aerobe	5650368	4837	3298902	0.58	4779	98.8	1.2	1	2357	48.73
2541047007	Bacteria	Finished	Seoul National Univ	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	sp.	Gram+	South Korea	-1	5521023	5270	3751574	0.68	5221	99.07	0.93	1	4	0.08
2511231025	Bacteria	Draft	Oak Ridge National Lab	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	sp.	Gram-	USA	-1	5324661	4992	2902935	0.55	4900	98.16	1.84	2	-1	-1
2547132098	Bacteria	Draft	"CASPMI - Institute of Microbiology, Chinese Academy of Sciences"	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	lwoffii	Gram-	France	Aerobe	3180031	3180	1321818	0.42	3062	96.29	3.71	4	23	0.72
651324056	Bacteria	Draft	Broad Institute	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified	Gram+	-1	-1	3279855	3152	1170724	0.36	3094	98.16	1.84	1	116	3.68
2522125017	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	sp.	-1	-1	-1	960670	1064	577669	0.6	1039	97.65	2.35	2	875	82.24
2534682015	Bacteria	Draft	Broad Institute	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	neuii	Gram+	-1	Facultative	2136781	1992	1209974	0.57	1936	97.19	2.81	2	16	0.8
2519899617	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	-1	4693823	4557	2447177	0.52	4482	98.35	1.65	1	-1	-1
2531839335	Bacteria	Draft	Norwegian University of Life Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae	Gram+	-1	-1	2244387	2281	849441	0.38	2227	97.63	2.37	1	79	3.46
2524023201	Bacteria	Finished	Univ of Liverpool	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	sp.	-1	-1	-1	957990	880	307227	0.32	842	95.68	4.32	1	1	0.11
2521172649	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	perlucida	Gram-	-1	Aerobe	4000424	3790	1942186	0.49	3720	98.15	1.85	2	923	24.35
